395,"['16.2114433333,-93.9363883333', '30/01/2020']"
396,"['16.2114433333,-93.9363883333', '30/01/2020']"
397,"['16.2114433333,-93.9363883333', '30/01/2020']"
398,"['16.2114433333,-93.9363883333', '30/01/2020']"
399,"['16.2114433333,-93.9363883333', '30/01/2020']"
400,"['16.2114433333,-93.9363883333', '30/01/2020']"
401,"['16.2114433333,-93.9363883333', '30/01/2020']"
402,"['16.2114433333,-93.9363883333', '30/01/2020']"
403,"['16.2114433333,-93.9363883333', '30/01/2020']"
404,"['16.2031883333,-93.9687466667', '30/01/2020']"
405,"['16.2031883333,-93.9687466667', '30/01/2020']"
406,"['16.2031883333,-93.9687466667', '30/01/2020']"
407,"['16.2031883333,-93.9687466667', '30/01/2020']"
408,"['16.2031883333,-93.9687466667', '30/01/2020']"
409,"['16.2031883333,-93.9687466667', '30/01/2020']"
410,"['16.2031883333,-93.9687466667', '30/01/2020']"
411,"['16.2031883333,-93.9687466667', '30/01/2020']"
412,"['16.21087,-93.9964383333', '30/01/2020']"
413,"['16.21087,-93.9964383333', '30/01/2020']"
414,"['16.21087,-93.9964383333', '30/01/2020']"
415,"['16.21087,-93.9964383333', '30/01/2020']"
416,"['16.21087,-93.9964383333', '30/01/2020']"
417,"['16.21087,-93.9964383333', '30/01/2020']"
418,"['16.21087,-93.9964383333', '30/01/2020']"
419,"['16.21087,-93.9964383333', '30/01/2020']"
420,"['16.21087,-93.9964383333', '30/01/2020']"
421,"['16.2243933333,-93.9787216667', '30/01/2020']"
422,"['16.2243933333,-93.9787216667', '30/01/2020']"
423,"['16.2243933333,-93.9787216667', '30/01/2020']"
424,"['16.2243933333,-93.9787216667', '30/01/2020']"
425,"['16.2243933333,-93.9787216667', '30/01/2020']"
426,"['16.2243933333,-93.9787216667', '30/01/2020']"
427,"['16.2243933333,-93.9787216667', '30/01/2020']"
428,"['16.2243933333,-93.9787216667', '30/01/2020']"
429,"['16.2009666667,-93.9841116667', '30/01/2020']"
430,"['16.2009666667,-93.9841116667', '30/01/2020']"
431,"['16.2009666667,-93.9841116667', '30/01/2020']"
432,"['16.2009666667,-93.9841116667', '30/01/2020']"
433,"['16.2009666667,-93.9841116667', '30/01/2020']"
434,"['16.2009666667,-93.9841116667', '30/01/2020']"
435,"['16.2009666667,-93.9841116667', '30/01/2020']"
436,"['16.2009666667,-93.9841116667', '30/01/2020']"
437,"['16.2009666667,-93.9841116667', '30/01/2020']"
438,"['16.2193733333,-93.9912216667', '30/01/2020']"
439,"['16.2193733333,-93.9912216667', '30/01/2020']"
440,"['16.2193733333,-93.9912216667', '30/01/2020']"
441,"['16.2193733333,-93.9912216667', '30/01/2020']"
442,"['16.2193733333,-93.9912216667', '30/01/2020']"
443,"['16.2193733333,-93.9912216667', '30/01/2020']"
444,"['16.2193733333,-93.9912216667', '30/01/2020']"
445,"['16.2193733333,-93.9912216667', '30/01/2020']"
446,"['16.2230333333,-93.9663866667', '30/01/2020']"
447,"['16.2230333333,-93.9663866667', '30/01/2020']"
448,"['16.2230333333,-93.9663866667', '30/01/2020']"
449,"['16.2230333333,-93.9663866667', '30/01/2020']"
450,"['16.2230333333,-93.9663866667', '30/01/2020']"
451,"['16.2230333333,-93.9663866667', '30/01/2020']"
452,"['16.2230333333,-93.9663866667', '30/01/2020']"
453,"['16.2230333333,-93.9663866667', '30/01/2020']"
454,"['16.2271783333,-93.95952', '30/01/2020']"
455,"['16.2271783333,-93.95952', '30/01/2020']"
456,"['16.2271783333,-93.95952', '30/01/2020']"
457,"['16.2271783333,-93.95952', '30/01/2020']"
458,"['16.2271783333,-93.95952', '30/01/2020']"
459,"['16.2271783333,-93.95952', '30/01/2020']"
460,"['16.2271783333,-93.95952', '30/01/2020']"
461,"['16.2271783333,-93.95952', '30/01/2020']"
462,"['16.2271783333,-93.95952', '30/01/2020']"
463,"['16.2241766667,-93.985405', '30/01/2020']"
464,"['16.2241766667,-93.985405', '30/01/2020']"
465,"['16.2241766667,-93.985405', '30/01/2020']"
466,"['16.2241766667,-93.985405', '30/01/2020']"
467,"['16.2241766667,-93.985405', '30/01/2020']"
468,"['16.2241766667,-93.985405', '30/01/2020']"
469,"['16.2241766667,-93.985405', '30/01/2020']"
470,"['16.2241766667,-93.985405', '30/01/2020']"
471,"['16.2161633333,-93.9674466667', '30/01/2020']"
472,"['16.2161633333,-93.9674466667', '30/01/2020']"
473,"['16.2161633333,-93.9674466667', '30/01/2020']"
474,"['16.2161633333,-93.9674466667', '30/01/2020']"
475,"['16.2161633333,-93.9674466667', '30/01/2020']"
476,"['16.2161633333,-93.9674466667', '30/01/2020']"
477,"['16.2161633333,-93.9674466667', '30/01/2020']"
478,"['16.2161633333,-93.9674466667', '30/01/2020']"
479,"['16.2161633333,-93.9674466667', '30/01/2020']"
480,"['16.2257283333,-93.971935', '30/01/2020']"
481,"['16.2257283333,-93.971935', '30/01/2020']"
482,"['16.2257283333,-93.971935', '30/01/2020']"
483,"['16.2257283333,-93.971935', '30/01/2020']"
484,"['16.2257283333,-93.971935', '30/01/2020']"
485,"['16.2257283333,-93.971935', '30/01/2020']"
486,"['16.2257283333,-93.971935', '30/01/2020']"
487,"['16.2257283333,-93.971935', '30/01/2020']"
488,"['16.230615,-93.9723016667', '30/01/2020']"
489,"['16.230615,-93.9723016667', '30/01/2020']"
490,"['16.230615,-93.9723016667', '30/01/2020']"
491,"['16.230615,-93.9723016667', '30/01/2020']"
492,"['16.230615,-93.9723016667', '30/01/2020']"
493,"['16.230615,-93.9723016667', '30/01/2020']"
494,"['16.230615,-93.9723016667', '30/01/2020']"
495,"['16.230615,-93.9723016667', '30/01/2020']"
496,"['16.230615,-93.9723016667', '30/01/2020']"
497,"['16.2205283333,-93.9465516667', '30/01/2020']"
498,"['16.2205283333,-93.9465516667', '30/01/2020']"
499,"['16.2205283333,-93.9465516667', '30/01/2020']"
500,"['16.2205283333,-93.9465516667', '30/01/2020']"
501,"['16.2205283333,-93.9465516667', '30/01/2020']"
502,"['16.2205283333,-93.9465516667', '30/01/2020']"
503,"['16.2205283333,-93.9465516667', '30/01/2020']"
